habitaciones;banos;parqueaderos;area_construida;area_privada;estrato;estado;antiguedad;administracion;precio_m2;ascensor;circuito_cerrado_tv;parqueadero_visitantes;porteria-recepcion;zonas_verdes;salon_comunal;balcon;barra_estilo_americano;calentador;chimenea;citofono;cocina_integral;terraza;vigilancia;parques_cercanos;estudio;patio;bodega;nombre;ubicacion;precio
3;2;1;92,27;92;5;Bueno;16 a 30 anos;†330000;†4931180,23;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Santa helena;455000000
3;2;1;108;108;4;Excelente;9 a 15 anos;†456000;†4722222,22;1;1;1;1;0;1;0;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Centro Comercial Parque La Colina;510000000
3;3;1;114;47;6;Excelente;16 a 30 anos;†793000;†4473684,21;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Santa Barbara Central;510000000
2;2;1;67;67;5;No definida;16 a 30 anos;†400000;†5298507,46;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;Apartamento;Puente largo;355000000
3;2;2;7.171;7.171;5;Bueno;16 a 30 anos;†280000;†52991,21;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;Apartamento;Nueva Autopista;380000000
3;2;1;75;75;3;Excelente;9 a 15 anos;†220000;†4400000;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Britalia Norte;330000000
3;2;1;87;87;4;Excelente;16 a 30 anos;†420000;†3793103,45;1;0;1;1;0;0;0;0;1;0;1;1;0;1;1;0;0;0;Apartamento;Mazuren;330000000
2;2;1;61;61;3;No definida;9 a 15 anos;0;†6360655,74;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chapinero Central;388000000
3;2;1;66;66;4;Excelente;9 a 15 anos;†280000;†5151515,15;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Victoria norte;340000000
3;1;1;50;50;2;Bueno;9 a 15 anos;†90000;†3300000;0;1;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;El Tintal;165000000
3;3;1;138;0;6;Bueno;mas de 30 anos;†611000;†5434782,61;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;Apartamento;Unicentro Bogota;750000000
4;4;2;251;240;6;Bueno;16 a 30 anos;†924000;†4382470,12;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Casa;Altos de Suba;1100000000
2;1;1;45;45;2;No definida;16 a 30 anos;0;†3666666,67;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Toscana;165000000
3;2;2;163;163;5;No definida;9 a 15 anos;†1030000;†7509202,45;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Nicolas de Federman;1224000000
3;5;2;172;172;5;No definida;mas de 30 anos;†564000;†4941860,47;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Casa;La Calleja;850000000
4;4;2;231;231;4;No definida;mas de 30 anos;0;†6017316,02;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;Casa;Nueva Autopista;1390000000
3;1;0;50;0;3;Bueno;1 a 8 anos;†60000;†2400000;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;Casa;Tierra Buena;120000000
4;5;4;328;328;6;Bueno;16 a 30 anos;†2844000;†13719512,2;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;Apartamento;Usaquen;4500000000
1;2;2;96;70;6;Excelente;9 a 15 anos;†600000;†7187500;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;Apartamento;La Cabrera;690000000
3;2;0;55;0;2;Excelente;16 a 30 anos;†73000;†3545454,55;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;Casa;Velodromo;195000000
4;5;5;330;1.218;6;No definida;16 a 30 anos;†1600000;†5757575,76;0;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Casa;San Simon;1900000000
3;2;1;78;78;4;Excelente;16 a 30 anos;†450000;†4743589,74;1;1;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Mazuren;370000000
2;2;1;72,36;0;6;Excelente;9 a 15 anos;†519000;†7393587,62;1;1;1;1;0;1;0;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Multicentro;535000000
1;1;1;38;38;4;Excelente;menor a 1 ano;†320000;†8421052,63;1;0;1;1;0;1;1;1;1;0;1;1;0;1;0;0;0;0;Apartamento;Chapinero Alto;320000000
3;2;1;80;75;3;Bueno;1 a 8 anos;†50000;†4562500;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;Apartamento;Tejar;365000000
1;1;1;29;29;2;No definida;1 a 8 anos;†110000;†7586206,9;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Bogota;220000000
4;3;2;120;110;5;Excelente;16 a 30 anos;†500000;†3332500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Bella suiza;399900000
3;4;2;135;0;5;No definida;No definida;†600000;†5037037,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Santa helena;680000000
4;3;0;92;90;3;Bueno;9 a 15 anos;†120000;†2445652,17;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;Casa;La almeria;225000000
3;2;1;75;75;3;Excelente;9 a 15 anos;†220000;†4400000;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Britalia Norte;330000000
3;2;0;70;70;3;Bueno;9 a 15 anos;0;†3142857,14;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;Apartamento;Castilla;220000000
2;2;2;53;0;3;Excelente;9 a 15 anos;0;†6886792,45;1;1;0;1;0;1;1;0;1;0;1;1;1;1;0;1;0;1;Apartamento;Chapinero;365000000
3;2;0;56;56;2;No definida;1 a 8 anos;†85000;†2482142,86;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;San Bernardino XXII;139000000
2;3;2;129;129;6;Excelente;9 a 15 anos;†630000;†6899224,81;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;La Carolina;890000000
2;3;2;163;163;6;Bueno;16 a 30 anos;†1031000;†5153374,23;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;Apartamento;Santa barbara;840000000
2;3;2;123;123;6;Excelente;16 a 30 anos;†981000;†5691056,91;1;0;1;1;0;0;0;0;0;1;1;1;0;0;0;1;0;1;Apartamento;Santa Barbara;700000000
3;2;1;66;66;4;Excelente;9 a 15 anos;†280000;†5151515,15;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Victoria norte;340000000
3;4;4;261;261;6;Bueno;menor a 1 ano;0;†16899461,15;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;La Cabrera;4410759360
3;3;1;138;0;6;Bueno;mas de 30 anos;†611000;†5434782,61;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;Apartamento;Unicentro Bogota;750000000
3;2;1;70;0;4;Excelente;9 a 15 anos;†210000;†5128571,43;1;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Capellania;359000000
4;4;4;317;317;6;Bueno;9 a 15 anos;†2306000;†11041009,46;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;Apartamento;Santa Barbara Alta Usaquen;3500000000
2;3;1;72;72;4;Bueno;1 a 8 anos;†289500;†6527777,78;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Samper Mendoza;470000000
2;1;0;40;40;2;No definida;9 a 15 anos;0;†3125000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;El Porvenir;125000000
3;2;1;78;78;4;Excelente;16 a 30 anos;†450000;†4743589,74;1;1;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Mazuren;370000000
3;2;2;186;186;6;Bueno;mas de 30 anos;†810000;†5913978,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;Apartamento;Los Rosales;1100000000
4;4;2;231;231;4;No definida;mas de 30 anos;0;†6017316,02;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;Casa;Nueva Autopista;1390000000
8;6;2;248;248;2;Excelente;9 a 15 anos;0;†2379032,26;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;Casa;Castilla;590000000
3;2;1;76;72;4;No definida;mas de 30 anos;†231000;†3657894,74;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Mirandela;278000000
4;5;5;330;1.218;6;No definida;16 a 30 anos;†1600000;†5757575,76;0;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Casa;San Simon;1900000000
3;5;2;172;172;5;No definida;mas de 30 anos;†564000;†4941860,47;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Casa;La Calleja;850000000
3;1;0;47;47;2;No definida;9 a 15 anos;†60000;†2744680,85;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Kennedy;129000000
3;3;2;141;141;4;No definida;9 a 15 anos;†632000;†4326241,13;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;Apartamento;usaquen;610000000
2;2;1;73;0;4;Excelente;1 a 8 anos;†688000;†6616438,36;1;1;1;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;Apartamento;Chapinero Alto;483000000
1;1;1;51;42;5;No definida;16 a 30 anos;†204000;†6274509,8;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;Apartamento;La Soledad;320000000
5;5;3;201,61;182;5;Excelente;16 a 30 anos;†640000;†5952085,71;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Casa;Suba;1200000000
3;1;1;45;0;2;No definida;1 a 8 anos;†65000;†3666666,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;San bernardino xxv;165000000
11;6;1;386;386;3;Remodelado;16 a 30 anos;0;†1735751,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Casa;Country Sur;670000000
7;3;1;210;0;3;No definida;mas de 30 anos;0;†1904761,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Villa nelly los alisos;400000000
5;2;1;300;300;4;Bueno;mas de 30 anos;0;†3333333,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;La Soledad;1000000000
2;1;0;51;0;3;Bueno;9 a 15 anos;†104000;†3647058,82;0;0;1;1;1;1;0;0;0;0;1;1;0;1;0;1;0;0;Apartamento;Bochica;186000000
3;2;0;136;0;5;Excelente;menor a 1 ano;0;†3970588,24;1;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;Apartamento;El Batan;540000000
2;2;0;53;53;3;Bueno;16 a 30 anos;†79000;†3886792,45;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Apartamento;Villemar;206000000
8;4;0;230;116;3;Excelente;16 a 30 anos;0;†2391304,35;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;Zona Occidente;550000000
2;2;0;63;0;4;No definida;mas de 30 anos;†394000;†6031746,03;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;Apartamento;Santa teresita;380000000
3;2;1;92;90;4;Excelente;9 a 15 anos;†221000;†5163043,48;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Nuevo Monterrey;475000000
4;5;3;400;380;5;Excelente;16 a 30 anos;†1100000;†6750000;0;0;1;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;Casa;San Jose de Bavaria;2700000000
2;2;1;100;100;6;Bueno;mas de 30 anos;†400000;†4500000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;Apartamento;Santa barbara;450000000
12;4;3;364;364;4;Bueno;mas de 30 anos;0;†3296703,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;La Soledad;1200000000
3;5;6;450;0;6;No definida;mas de 30 anos;†350000;†7777777,78;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;Casa;Santa Barbara Oriental;3500000000
4;5;4;280;274;6;Excelente;1 a 8 anos;†1300000;†6071428,57;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Gratamira;1700000000
5;2;2;160;160;3;Bueno;16 a 30 anos;0;†4375000;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;Casa;Castilla;700000000
3;4;2;168;162;6;Excelente;1 a 8 anos;†1100000;†9523809,52;1;1;1;1;0;1;0;1;1;0;1;1;0;1;0;0;0;0;Apartamento;Chico Norte;1600000000
3;3;2;106;96;5;Bueno;9 a 15 anos;†400000;†5000000;1;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Gilmar;530000000
3;4;2;164;164;6;Bueno;mas de 30 anos;†1081000;†7012195,12;1;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;1150000000
3;4;1;189;189;4;Bueno;16 a 30 anos;†687000;†4497354,5;1;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;Apartamento;Quinta Camacho;850000000
2;2;1;61;61;3;Bueno;9 a 15 anos;0;†6360655,74;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Chapinero;388000000
2;2;1;77;77;5;No definida;16 a 30 anos;0;†5064935,06;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;1;Apartamento;Pasadena;390000000
3;4;2;107;107;5;Excelente;1 a 8 anos;†590000;†6168224,3;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;El Contador;660000000
3;4;4;307;307;6;Bueno;1 a 8 anos;0;†15635179,15;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Cerros de los alpes;4800000000
2;3;1;56;56;6;No definida;16 a 30 anos;†398000;†6428571,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;La Carolina;360000000
3;2;1;68;68;4;Excelente;16 a 30 anos;†260000;†5073529,41;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Portales del norte;345000000
5;4;2;460;250;4;No definida;mas de 30 anos;0;†2173913,04;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Casa;Normand√≠a;1000000000
2;1;0;70;70;3;No definida;16 a 30 anos;†50000;†3428571,43;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;Apartamento;Normandia;240000000
3;2;1;72;72;4;No definida;9 a 15 anos;†240550;†4722222,22;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Santa Teresa;340000000
3;3;1;95,9;0;5;No definida;mas de 30 anos;†467000;†4244004,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Batan;407000000
3;4;3;204;204;6;Bueno;menor a 1 ano;0;†15876230,59;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;La Cabrera;3238751040
3;3;2;115;100;6;Excelente;mas de 30 anos;†486000;†5217391,3;1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;Santa Barbara Central;600000000
3;2;0;56;56;4;No definida;16 a 30 anos;†167000;†4017857,14;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;Apartamento;Las Orquideas;225000000
3;1;0;48;48;2;No definida;1 a 8 anos;0;†3645833,33;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;El Tintal;175000000
3;3;1;89;0;4;No definida;16 a 30 anos;†353000;†4865168,54;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;Apartamento;Mazuren;433000000
3;5;2;162;0;5;Excelente;menor a 1 ano;†1450000;†8456790,12;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;1;Apartamento;El Virrey;1370000000
3;2;0;43;43;3;Bueno;9 a 15 anos;†91000;†3720930,23;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Tintal;160000000
3;3;2;138;138;4;No definida;1 a 8 anos;†813000;†6050724,64;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;Apartamento;La Castellana;835000000
3;2;1;60;0;4;Excelente;9 a 15 anos;†355000;†8166666,67;1;0;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Cerros de Suba;490000000
1;1;1;33;33;3;No definida;1 a 8 anos;†220000;†7272727,27;1;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;Apartamento;Chapinero central;240000000
3;2;1;86;86;4;Excelente;1 a 8 anos;†414000;†6395348,84;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Nueva Colina;550000000
4;2;0;73;0;2;No definida;9 a 15 anos;†137000;†2986301,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Nueva Castilla;218000000
1;1;1;55;55;5;No definida;16 a 30 anos;†256000;†6181818,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Lago Gaitan;340000000
6;6;0;200;200;3;No definida;No definida;0;†3750000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Galan;750000000
2;2;1;54;0;4;No definida;16 a 30 anos;†247000;†4814814,81;0;0;1;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;Apartamento;Villas del mediterraneo;260000000
3;3;2;100,88;101;6;Excelente;9 a 15 anos;†750000;†6245043,62;1;0;1;1;0;1;0;0;1;0;1;1;1;1;0;1;0;0;Apartamento;Santa Barbara;630000000
2;1;1;52;52;3;Bueno;16 a 30 anos;†130000;†4615384,62;1;0;0;1;0;0;0;0;1;0;1;1;0;1;1;1;0;0;Apartamento;Primavera Occidental;240000000
4;2;0;87;0;3;Excelente;mas de 30 anos;†160000;†3620689,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Ciudad Berna;315000000
2;2;1;73,2;0;4;Excelente;1 a 8 anos;†365000;†6010928,96;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Chapinero;440000000
3;2;1;103;103;5;No definida;mas de 30 anos;†120000;†3883495,15;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;Apartamento;Usaquen;400000000
3;2;1;60;60;4;Bueno;1 a 8 anos;†220000;†4416666,67;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Villas de Granada;265000000
2;1;0;42;42;3;Bueno;1 a 8 anos;†67000;†3571428,57;0;1;0;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Tintal;150000000
3;2;0;50;50;3;Bueno;16 a 30 anos;†250000;†4440000;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Puente Aranda;222000000
3;2;0;60;54;2;Excelente;9 a 15 anos;†110000;†3333333,33;0;1;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;Apartamento;Ciudad Tintal;200000000
3;1;0;126;126;3;Remodelado;mas de 30 anos;0;†5952380,95;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;Estrada;750000000
3;1;0;180;180;3;No definida;16 a 30 anos;0;†5205555,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Casa;Ciudad Kennedy Central;937000000
6;3;1;198,45;198;2;Bueno;mas de 30 anos;0;†2015621,06;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;Casa;San Vicente Ferrer;400000000
8;4;1;339;339;3;No definida;mas de 30 anos;0;†2300884,96;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;Casa;San Fernando;780000000
1;1;0;28;28;3;No definida;1 a 8 anos;0;†6607142,86;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Chapinero Occidental;185000000
6;4;2;313;313;4;Bueno;mas de 30 anos;0;†3003194,89;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;1;0;Casa;GALER√çAS;940000000
3;4;2;170;0;5;Excelente;9 a 15 anos;†800000;†5000000;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Casa;Camino de Arrayanes;850000000
1;2;1;56;56;6;No definida;1 a 8 anos;†523000;†8392857,14;1;0;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;Apartamento;Calleja Baja;470000000
3;1;0;53;0;3;Bueno;No definida;†95000;†3490566,04;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;Apartamento;Bochica;185000000
4;4;2;200;0;4;Excelente;16 a 30 anos;0;†3250000;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;Casa;Cedritos;650000000
2;2;0;49,84;50;3;Bueno;9 a 15 anos;†91200;†3711878,01;0;1;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Apartamento;Madelena;185000000
4;1;0;67;0;2;Excelente;16 a 30 anos;†75000;†2388059,7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Kennedy;160000000
3;3;1;187;0;6;Excelente;No definida;†1360000;†5882352,94;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Chapinero;1100000000
4;2;1;90;90;3;Excelente;16 a 30 anos;†205000;†4000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;El Cortijo;360000000
4;2;2;349;0;3;Excelente;mas de 30 anos;0;†2148997,13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Eduardo frey;750000000
2;1;0;67;67;2;No definida;No definida;0;†2313432,84;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;Casa;Bosa La Paz;155000000
3;2;1;77;77;4;Excelente;16 a 30 anos;†456000;†4740259,74;1;1;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Victoria Norte;365000000
4;4;2;173;168;4;No definida;16 a 30 anos;†434000;†3930635,84;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Casa;Mallorca;680000000
3;2;0;59;59;3;Bueno;1 a 8 anos;†147000;†2881355,93;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;Apartamento;Perdomo Alto;170000000
3;4;3;289;289;6;No definida;16 a 30 anos;†1955000;†5190311,42;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;1500000000
3;3;1;146;0;6;Excelente;No definida;†900000;†5136986,3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Chapinero;750000000
3;2;0;56;0;3;Excelente;16 a 30 anos;†140000;†4285714,29;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Fontibon;240000000
4;4;1;207;207;4;No definida;mas de 30 anos;0;†4347826,09;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;Casa;Barrios Unidos;900000000
4;2;0;85;85;3;Bueno;16 a 30 anos;†115000;†2035176,47;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;Apartamento;Tibabuyes;172990000
4;2;1;244;160;3;Remodelado;mas de 30 anos;0;†1844262,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Muequeta;450000000
1;1;0;40;0;3;Excelente;16 a 30 anos;†243506;†5500000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Teusaquillo;220000000
3;1;0;39;0;1;Excelente;16 a 30 anos;†16000;†2307692,31;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Bosa;90000000
2;1;0;38;0;3;Excelente;9 a 15 anos;†98000;†3105263,16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Usaquen;118000000
4;4;6;123;0;3;Excelente;16 a 30 anos;0;†4065040,65;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Casa;Sociego;500000000
3;3;0;349;0;3;Excelente;mas de 30 anos;0;†1575931,23;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Eduardo frey;550000000
6;2;0;117;0;3;Excelente;mas de 30 anos;0;†2051282,05;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Rafael Uribe;240000000
4;4;6;204;204;5;Bueno;mas de 30 anos;0;†4803921,57;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;Casa;Niza;980000000
3;3;2;175;175;6;Bueno;16 a 30 anos;†1400000;†11314285,71;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;Apartamento;La Cabrera;1980000000
4;5;3;360;360;6;Bueno;mas de 30 anos;†2198000;†7000000;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Chico;2520000000
3;3;2;96;0;5;Excelente;No definida;†442000;†5729166,67;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Teusaquillo;550000000
1;1;0;66;0;4;Excelente;No definida;†210000;†4545454,55;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Chapinero;300000000
3;2;2;109;92;5;Excelente;mas de 30 anos;†610;†6055045,87;1;0;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;Apartamento;La carolina;660000000
2;2;2;64;0;4;Excelente;1 a 8 anos;†335000;†6078125;1;1;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Las villas;389000000
2;2;1;80;80;5;Bueno;9 a 15 anos;†513000;†6875000;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Chapinero Alto;550000000
4;5;4;309;0;6;No definida;1 a 8 anos;†1200000;†10032362,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;San jose de bavaria;3100000000
1;2;1;95;0;4;Excelente;No definida;†490000;†5263157,89;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Chapinero;500000000
2;1;0;46,21;46;3;Bueno;1 a 8 anos;†123000;†3246050,64;1;0;0;1;0;1;0;0;1;0;1;0;0;1;0;1;0;0;Apartamento;Zona Occidente;150000000
3;2;1;66,71;67;4;Excelente;16 a 30 anos;†203400;†5486433,82;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Zona Noroccidente;366000000
3;1;0;53;0;2;Excelente;9 a 15 anos;†55000;†2641509,43;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Bosa;140000000
2;1;0;47;0;2;Excelente;No definida;†78000;†2659574,47;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Bosa;125000000
2;2;1;57;0;3;Excelente;1 a 8 anos;†235000;†5087719,3;1;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0;1;Apartamento;Rincon del norte;290000000
