habitaciones;banos;parqueaderos;area_construida;area_privada;estrato;estado;antiguedad;administracion;precio_m2;ascensor;circuito_cerrado_tv;parqueadero_visitantes;porteria-recepcion;zonas_verdes;salon_comunal;balcon;barra_estilo_americano;calentador;chimenea;citofono;cocina_integral;terraza;vigilancia;parques_cercanos;estudio;patio;bodega;nombre;ubicacion;precio
4;2;1;96,6;97;4;Bueno;9 a 15 anos;†260000;†4305666,45;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;1;Casa;Ferrocaja fontibon;415927379
2;2;1;50;50;3;Excelente;16 a 30 anos;0;†5100000;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Los alamos;255000000
4;2;1;117;106;4;No definida;9 a 15 anos;†460000;†6153846,15;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Normand√≠a;720000000
2;2;1;123;112;6;Bueno;mas de 30 anos;†643000;†3414634,15;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;Apartamento;Chico Reservado;420000000
2;2;2;79;73;5;Excelente;9 a 15 anos;†850000;†6772151,9;1;1;0;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0;Apartamento;Santa Paula;535000000
2;1;0;37;37;3;No definida;1 a 8 anos;†88000;†5918918,92;1;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Gilmar;219000000
3;2;1;70;70;4;Excelente;9 a 15 anos;†200000;†4857142,86;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;Casa;Colina Campestre;340000000
2;2;1;45;42;3;Excelente;1 a 8 anos;†80000;†5022222,22;0;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Villemar;226000000
2;2;2;109;0;6;No definida;16 a 30 anos;†687000;†4486238,53;1;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;Chico;489000000
7;4;1;300;300;3;Bueno;mas de 30 anos;0;†3833333,33;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;Casa;Teusaquillo;1150000000
3;2;1;82;0;4;Bueno;16 a 30 anos;0;†4695121,95;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;Apartamento;zona norte;385000000
15;10;5;600;0;5;No definida;1 a 8 anos;†200000;†2750000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Paramo;1650000000
7;5;0;300;0;3;No definida;9 a 15 anos;0;†1666666,67;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;Casa;Kennedy;500000000
4;2;1;100;0;3;Remodelado;9 a 15 anos;†120000;†2600000;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;Apartamento;Centro;260000000
2;2;1;58,36;0;3;No definida;menor a 1 ano;†380000;†5911583,28;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;Apartamento;San jose del prado;345000000
4;4;2;190;0;5;No definida;16 a 30 anos;†1300000;†6315789,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chico norte;1200000000
4;5;3;404;370;6;Excelente;16 a 30 anos;†2916000;†10891089,11;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;El Refugio;4400000000
2;3;1;111;99;5;No definida;1 a 8 anos;†636000;†5585585,59;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Lisboa;620000000
3;2;2;99;99;4;No definida;mas de 30 anos;†145000;†5353535,35;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;Apartamento;Modelia;530000000
3;2;1;101;0;5;Bueno;9 a 15 anos;†650000;†5742574,26;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Pasadena;580000000
3;3;2;168;168;6;Bueno;mas de 30 anos;†1104000;†7321428,57;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;La Cabrera;1230000000
2;3;2;152;150;6;Excelente;1 a 8 anos;†970000;†9861842,11;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Chico;1499000000
3;3;2;164;164;6;Bueno;mas de 30 anos;†1081000;†6707317,07;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;1100000000
3;4;2;240;240;6;Excelente;16 a 30 anos;†2000000;†7083333,33;1;1;1;1;0;0;0;0;1;1;1;1;0;1;0;1;0;0;Apartamento;Chico alto;1700000000
3;3;2;150;0;4;No definida;16 a 30 anos;†350000;†5333333,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Ferrocaja fontibon;800000000
3;3;1;75;75;4;No definida;9 a 15 anos;†260000;†4666666,67;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Guacani;350000000
3;2;1;58;58;3;Bueno;mas de 30 anos;†268000;†4137931,03;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;Apartamento;Britalia;240000000
1;2;1;77;71;4;Bueno;1 a 8 anos;†424000;†7142857,14;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Centro Internacional;550000000
3;2;1;80;75,64;4;No definida;16 a 30 anos;0;†5375000;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Ciudad salitre;430000000
3;3;2;132;132;5;Bueno;mas de 30 anos;†905000;†5151515,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Puente largo;680000000
2;1;1;55;53;3;Bueno;16 a 30 anos;0;†4818181,82;0;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Carlos Lleras;265000000
3;4;3;171;0;6;Excelente;9 a 15 anos;†1300000;†9941520,47;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;1700000000
2;2;1;75;68;4;Bueno;1 a 8 anos;†400000;†7200000;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Salitre Oriental;540000000
2;3;2;85;0;6;Bueno;9 a 15 anos;0;†6117647,06;1;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;Unicentro Bogota;520000000
2;1;0;42;42;2;Bueno;1 a 8 anos;0;†2619047,62;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;Apartamento;Bosa;110000000
4;5;8;340;3.100;6;Bueno;16 a 30 anos;†340000;†6176470,59;0;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;Casa;Guaymaral;2100000000
3;2;0;59;59;4;Excelente;9 a 15 anos;†202000;†4915254,24;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;Apartamento;La Felicidad;290000000
1;2;1;54;0;4;No definida;1 a 8 anos;†282100;†6481481,48;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Caobos salazar;350000000
4;3;2;191;191;4;Excelente;16 a 30 anos;0;†4282722,51;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;Casa;La liberia;818000000
3;2;2;84;0;3;No definida;1 a 8 anos;†200000;†5000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Favidi;420000000
1;2;1;55;55;6;No definida;1 a 8 anos;†350000;†8000000;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;Apartamento;Santa Barbara;440000000
2;1;1;49;0;3;No definida;16 a 30 anos;0;†5918367,35;0;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;Apartamento;Tabora;290000000
3;1;0;60;60;3;No definida;1 a 8 anos;0;†4250000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Rionegro;255000000
3;2;2;96;96;4;No definida;9 a 15 anos;0;†4989583,33;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Suba;479000000
3;1;0;43;43;2;Excelente;1 a 8 anos;†85000;†2441860,47;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Usme;105000000
3;2;2;100;0;4;Excelente;1 a 8 anos;†350000;†5000000;1;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;Apartamento;Jose joaquin vargas;500000000
3;2;0;53;53;2;Excelente;1 a 8 anos;†76000;†2735849,06;1;0;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;El Tintal;145000000
3;4;4;300;300;6;No definida;No definida;†2400000;†7000000;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;2100000000
3;3;2;98;98;4;No definida;1 a 8 anos;†308000;†7295918,37;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;La Felicidad;715000000
3;2;1;98;98;4;Excelente;9 a 15 anos;0;†6122448,98;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Nicolas de Federman;600000000
1;2;2;134;0;5;Excelente;1 a 8 anos;†750000;†7686567,16;1;0;0;1;0;0;1;0;0;0;1;1;1;1;0;0;0;1;Apartamento;Emaus;1030000000
8;5;2;306;0;3;Bueno;mas de 30 anos;0;†2124183,01;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;Casa;Los Cerezos;650000000
3;2;1;72;0;3;Excelente;mas de 30 anos;†185000;†4097222,22;0;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Rincon de los √Ångeles;295000000
3;2;1;87;72;4;Excelente;9 a 15 anos;†235000;†4252873,56;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Colina Campestre;370000000
4;4;2;200;0;5;Excelente;16 a 30 anos;†1170000;†5750000;1;0;0;1;0;0;0;0;0;1;1;1;1;1;0;1;0;1;Apartamento;Santa Barbara Occidental;1150000000
3;2;1;75;75;4;Excelente;16 a 30 anos;†290000;†4773333,33;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;Apartamento;Portales del norte;358000000
2;1;0;46;46;3;No definida;16 a 30 anos;†185000;†4239130,43;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;0;Apartamento;Engativa;195000000
3;5;2;270;250;6;No definida;16 a 30 anos;†1600000;†5000000;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Bosque de Pinos;1350000000
4;5;4;370;341;6;Excelente;16 a 30 anos;†1300000;†5135135,14;0;1;0;0;1;0;1;0;1;1;1;1;0;1;0;0;0;0;Casa;Sotileza;1900000000
11;6;1;252;246;2;Excelente;mas de 30 anos;0;†1269841,27;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;Casa;Yomasa;320000000
3;2;1;72;70;3;Bueno;mas de 30 anos;†185000;†4166666,67;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Castilla;300000000
3;2;1;105;105;4;No definida;16 a 30 anos;†380000;†4190476,19;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Apartamento;Niza;440000000
2;1;0;48;0;3;Bueno;No definida;†77700;†4062500;0;0;1;1;1;1;0;0;0;0;0;1;0;1;1;1;0;0;Apartamento;Bochica;195000000
3;3;2;119;119;6;Bueno;1 a 8 anos;†650000;†5546218,49;0;1;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;San Patricio;660000000
3;2;2;128;128;6;Bueno;mas de 30 anos;†625000;†4921875;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;Apartamento;Santa Barbara Central;630000000
3;3;2;126;126;5;Bueno;16 a 30 anos;†720000;†4880952,38;1;0;1;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;Apartamento;Santa Barbara;615000000
6;5;2;275;290;4;Bueno;mas de 30 anos;0;†2981818,18;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;Casa;Pontevedra;820000000
3;2;0;52;47;3;Excelente;9 a 15 anos;†153000;†3826923,08;0;1;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Apartamento;Gran Granada;199000000
4;2;0;75;38;3;Bueno;mas de 30 anos;0;†4666666,67;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;Casa;Narino Sur;350000000
3;2;1;61;54;4;No definida;16 a 30 anos;†282000;†4885245,9;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Mazuren;298000000
3;2;1;67;67;4;Excelente;9 a 15 anos;†243200;†4000000;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Verbenal;268000000
6;4;0;72;72;1;No definida;16 a 30 anos;0;†3888888,89;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;Sierra morena;280000000
2;3;2;96;96;5;No definida;9 a 15 anos;†1044500;†9791666,67;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;El Nogal;940000000
2;2;2;78;0;4;Excelente;1 a 8 anos;†450000;†7435897,44;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Chapinero Alto;580000000
5;4;2;178;178;3;Excelente;16 a 30 anos;0;†2528089,89;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;Apartamento;Santa isabel;450000000
4;6;3;269;269;6;Bueno;16 a 30 anos;†1540000;†8178438,66;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;chico;2200000000
3;1;0;53;0;3;Bueno;No definida;†94000;†2830188,68;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;Apartamento;Bochica;150000000
3;2;1;88;72;3;No definida;1 a 8 anos;†381700;†4886363,64;1;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Britalia Norte;430000000
2;3;2;147;147;6;No definida;1 a 8 anos;†850000;†10204081,63;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Chico;1500000000
2;2;2;85;85;5;No definida;16 a 30 anos;†493000;†6470588,24;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;Apartamento;Emaus;550000000
3;2;1;54;0;3;Excelente;16 a 30 anos;†175000;†4238888,89;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;Apartamento;Colina Campestre;228900000
1;1;1;48;48;6;Bueno;16 a 30 anos;†401880;†7500000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Apartamento;Santa Bibiana;360000000
2;1;0;48;0;3;Bueno;No definida;†69000;†3437500;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;Apartamento;Bochica;165000000
2;2;2;105;105;6;Bueno;1 a 8 anos;†772000;†8190476,19;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;SANTA BARBARA CENTRAL;860000000
3;3;2;193;193;6;Bueno;mas de 30 anos;†802000;†4093264,25;0;0;0;1;1;0;1;0;0;1;1;1;0;1;0;1;0;1;Apartamento;Chico Alto;790000000
3;2;2;92;0;4;Excelente;16 a 30 anos;†543000;†3804347,83;1;1;1;1;0;1;0;0;0;1;1;1;0;1;0;0;0;0;Apartamento;Cedritos;350000000
3;4;3;174;174;6;Bueno;1 a 8 anos;†1666000;†10919540,23;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;1900000000
3;1;1;52;52;4;No definida;16 a 30 anos;†174000;†4942307,69;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;Apartamento;Colina Campestre;257000000
2;2;2;81;81;6;Bueno;9 a 15 anos;†490000;†6172839,51;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Barbara;500000000
3;2;1;80;80;4;Excelente;9 a 15 anos;†175000;†4975000;0;1;0;1;0;1;1;0;1;0;1;1;0;1;0;1;0;1;Apartamento;Hayuelos;398000000
2;2;1;73;73;4;No definida;16 a 30 anos;†310000;†4657534,25;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Cedro Golf;340000000
3;5;4;300;300;6;Bueno;mas de 30 anos;†1700000;†9000000;1;0;1;0;0;0;0;0;0;1;1;0;1;0;1;1;0;1;Apartamento;Bonanza;2700000000
4;4;2;206;206;6;Bueno;16 a 30 anos;†1172000;†3150485,44;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Santa barbara;649000000
3;3;1;123;123;5;No definida;No definida;†470000;†3861788,62;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Suba;475000000
3;2;1;67;0;4;Bueno;mas de 30 anos;†440000;†4626865,67;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Colina Campestre;310000000
3;2;0;65,56;62;3;Excelente;16 a 30 anos;†101700;†3279438,68;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;Apartamento;San Antonio Norte;215000000
5;6;4;240;240;6;Bueno;16 a 30 anos;†1800000;†7708333,33;1;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;0;1;Apartamento;Chico;1850000000
2;3;2;103;103;6;Excelente;1 a 8 anos;†750000;†7912621,36;1;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;Apartamento;Chico;815000000
3;3;2;107;94;5;Excelente;1 a 8 anos;†830000;†5420560,75;1;1;1;1;0;0;1;1;1;0;1;1;0;1;0;0;0;0;Apartamento;Pasadena;580000000
3;2;0;93;93;3;No definida;16 a 30 anos;†175000;†3086021,51;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Favidi;287000000
3;1;1;92,08;92;4;Bueno;mas de 30 anos;0;†3040834,06;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;Apartamento;Cedro Golf;280000000
3;2;1;79;69;3;No definida;16 a 30 anos;†91000;†3101265,82;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;El rubi;245000000
2;2;1;80;80;5;Excelente;9 a 15 anos;†250000;†4500000;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Colina Campestre;360000000
2;2;1;60;0;6;Excelente;9 a 15 anos;0;†7033333,33;1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;Apartamento;Santa Barbara;422000000
3;2;1;77;70;4;Excelente;16 a 30 anos;†260000;†4675324,68;0;0;1;1;0;1;0;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Modelia;360000000
2;2;2;80;75;5;Excelente;1 a 8 anos;†450000;†9250000;1;1;0;1;0;1;1;1;1;0;1;1;0;1;0;0;0;0;Apartamento;El Virrey;740000000
2;1;2;57,4;57;6;Excelente;16 a 30 anos;0;†9581881,53;1;1;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Santa Barbara;550000000
1;2;2;76;0;6;Bueno;1 a 8 anos;†601000;†8881578,95;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;Apartamento;La Carolina;675000000
3;2;1;72;72;4;Excelente;16 a 30 anos;†75000;†5416666,67;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;Apartamento;Gran America;390000000
1;1;1;46;46;5;Bueno;1 a 8 anos;†367000;†9782608,7;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Apartamento;El Virrey;450000000
3;3;2;121;106;4;Excelente;1 a 8 anos;†450000;†6570247,93;1;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Mazuren;795000000
3;4;2;169;169;6;No definida;No definida;†1213000;†5857988,17;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;1;Apartamento;Lindaraja;990000000
3;2;1;143;112;4;Bueno;mas de 30 anos;0;†3041958,04;1;1;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;Apartamento;Cedro Salazar;435000000
3;2;2;100;0;4;Excelente;1 a 8 anos;†470000;†5200000;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Colina Campestre;520000000
1;1;1;63;63;3;Excelente;16 a 30 anos;†480000;†5952380,95;1;1;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Centro;375000000
3;4;2;360;297;6;No definida;16 a 30 anos;†1495000;†5000000;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;Apartamento;Usaquen;1800000000
3;2;1;76;0;4;Excelente;9 a 15 anos;†187000;†4671052,63;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;Apartamento;La Campina;355000000
3;1;0;44;44;3;Bueno;1 a 8 anos;†104000;†4000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Pinar de Suba;176000000
2;3;2;94;94;6;No definida;1 a 8 anos;†820000;†6914893,62;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;Apartamento;rincon del chico;650000000
3;1;1;54;54;3;Excelente;No definida;†150000;†4259259,26;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Santa Teresa;230000000
3;2;1;80;80;4;No definida;No definida;0;†4125000;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;Apartamento;San Antonio;330000000
3;2;1;69;0;4;Excelente;16 a 30 anos;†402000;†4565217,39;0;1;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;Apartamento;Cedritos;315000000
3;2;2;114;114;4;Excelente;9 a 15 anos;†550000;†5701754,39;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Cedritos;650000000
3;4;2;200;173;6;No definida;16 a 30 anos;†510000;†4645000;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;San Patricio;929000000
2;2;1;65;0;4;Excelente;menor a 1 ano;†160000;†6692307,69;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;ZONA NORTE;435000000
3;3;1;66;0;3;Excelente;16 a 30 anos;†250000;†3962121,21;0;0;1;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;Apartamento;La Uribe;261500000
3;4;2;171;171;5;Bueno;9 a 15 anos;†1550000;†8128654,97;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;El Virrey;1390000000
3;3;2;97;97;4;Excelente;1 a 8 anos;†430000;†6494845,36;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Colina Campestre;630000000
2;2;1;72;55;5;Bueno;mas de 30 anos;†192000;†4541666,67;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;Apartamento;Puente Largo;327000000
3;2;1;79;69;3;No definida;16 a 30 anos;†91000;†3101265,82;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;El rubi;245000000
4;7;6;320;320;5;No definida;1 a 8 anos;†1800000;†10000000;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Santa barbara;3200000000
4;4;2;164;164;6;No definida;mas de 30 anos;†988000;†4817073,17;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Unicentro Bogota;790000000
2;3;2;88;88;5;Bueno;9 a 15 anos;†750000;†8181818,18;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;0;1;Apartamento;Antiguo Country;720000000
2;2;2;90;90;5;No definida;1 a 8 anos;†666000;†5833333,33;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;batan;525000000
2;3;1;73;73;4;Excelente;mas de 30 anos;†378000;†4520547,95;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Cedritos;330000000
3;3;2;137;137;6;No definida;16 a 30 anos;†780000;†6204379,56;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;Apartamento;San Patricio;850000000
3;2;1;64;64;4;Excelente;16 a 30 anos;†174000;†4140625;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;El Redil;265000000
2;3;2;76;0;6;Bueno;1 a 8 anos;†500000;†7236842,11;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;Jerico;550000000
2;2;1;54;50;4;No definida;1 a 8 anos;†150000;†5000000;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Gran Granada;270000000
3;3;2;153;153;6;Excelente;1 a 8 anos;†1250000;†8496732,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;San Patricio;1300000000
3;2;1;110;0;4;Bueno;9 a 15 anos;0;†4790909,09;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Salitre;527000000
3;2;1;98;0;4;No definida;No definida;†550000;†6938775,51;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Cedritos;680000000
2;1;0;53;53;3;Bueno;mas de 30 anos;†359000;†4245283,02;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Caobos salazar;225000000
3;2;1;74;74;4;No definida;16 a 30 anos;†287000;†7027027,03;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;Apartamento;Nicolas de Federman;520000000
3;4;2;137;137;6;Excelente;1 a 8 anos;†800000;†8029197,08;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Barbara;1100000000
2;2;1;63,48;59;6;Excelente;1 a 8 anos;†296100;†6458727,16;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;Apartamento;Los Lagartos;410000000
3;3;2;117;117;4;Excelente;1 a 8 anos;†370000;†5641025,64;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;Apartamento;Gratamira;660000000
3;3;2;127;127;5;Excelente;9 a 15 anos;†580000;†6220472,44;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Lagos de Cordoba;790000000
2;1;1;53;53;4;No definida;16 a 30 anos;†246000;†4905660,38;0;1;1;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Victoria norte;260000000
2;1;0;50;0;3;Bueno;No definida;†95000;†3600000;0;0;1;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;Apartamento;Bochica;180000000
2;2;1;69;0;5;No definida;1 a 8 anos;†470689;†9130434,78;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Chapinero Alto;630000000
3;2;1;54;54;3;Excelente;1 a 8 anos;†103100;†3888888,89;0;1;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;Apartamento;Zona Occidente;210000000
3;3;2;141;141;4;No definida;9 a 15 anos;†632000;†4326241,13;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Usaquen;610000000
3;2;1;64;64;4;Bueno;9 a 15 anos;†300000;†5468750;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Las Villas;350000000
2;2;1;63;62;5;Excelente;mas de 30 anos;†75000;†4206349,21;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;Apartamento;Lisboa;265000000
